video_id,tags,view
2XK4omx9uMU,"capitalfmofficial|""capital""|""capital fm""|""capital radio""|""radio""|""official""|""remix""|""lyrics""|""official video""|""live""|""capital tv""|""interview""|""camila cabello""|""camila""|""camila fifth harmony""|""5th harmony""|""harmonizers""|""Ally Brooke""|""Ally Brooke 5th harmony""|""Ally fifth harmony""|""Ally 5th harmony""|""Normani Kordei""|""Normani 5th harmony""|""Lauren Jauregui""|""Lauren fifth harmony""|""Dinah Jane""|""Dinah 5th harmony""|""ed sheeran""|""shawn mendes""|""justin bieber""|""despacito""|""ed sheeran live""",836544
xfmipNU4Odc,[none],284666
jp9hK-jY6yY,"iisuperwomanii|""iisuperwomenii""|""superwoman""|""superwomen""|""super""|""comedy""|""comedian""|""brown""|""indian""|""desi""|""punjabi""|""hindi""|""when someone has a crush on you""|""crush""|""crush on you""|""when a crush""|""crush you""|""on you""|""someone on""|""when someone""|""llsuperwomanll""|""lilly singh""|""lily singh""|""lily sing""|""lilly sing""|""IIsuperwomanII""|""someone has""|""you crush""|""when you""|""lilly""|""singh""|""when someone likes you""|""when someone has a crush""|""that feeling when""|""someone likes you""|""someone has a crush on you""|""lilly singh crush""",3371669
RkHuWjiR-LM,"Hopeless Records|""neck deep""|""parachute""|""the peace and the panic""|""in bloom""|""tpatp""|""neckdeepuk""|""ben barlow""|""dani washington""|""fil thorpe evans""|""sam bowden""|""matt west""|""pop punk""",195685
fCTKDn3Q8xQ,"Japan|""Japanese""|""yt:cc=on""|""idiot's""|""guide""|""squat""|""toilets""|""washiki""|""toilet""|""japanese toilets""|""how to""|""use""|""bathroom""|""japanese bathroom""|""idiot's guide""|""??""|""???""|""rachel""|""jun""|""rachel & jun""|""rachel and jun""|""??""|""???""|""??""|""??""|""????""|""????""|""???""|""??""|""??""|""?????""|""???""|""???""|""??""|""??""|""??""",1098897
DIU3xPdhCBI,"bbc|""music""|""bbc music""|""Sam Smith""|""Wedding""|""Sam Smith At The BBC""|""At the BBC""",893462
wnwF1FHybDQ,"Late Night|""Seth Meyers""|""Mark Wahlberg""|""Kids""|""Celeb Connections""|""NBC""|""NBC TV""|""television""|""funny""|""talk show""|""comedy""|""humor""|""stand-up""|""parody""|""snl seth meyers""|""host""|""promo""|""seth""|""meyers""|""weekend update""|""news satire""|""satire""|""Boogie Nights""|""Ted""|""Lone Survivor""|""Transformers""|""Daddy's Home""|""The Fighter""|""The Departed""",225286
9oFP-pOMNwE,"H&M Holiday|""H&M Holiday Collection""|""H&M""|""Fashion""|""Nicki Minaj""|""John Turturro""|""Jesse Williams""|""Johan Renck""",264793
pz95u3UVpaM,"camila cabello|""camila""|""young thug""|""havana""|""fifth harmony""|""5h""|""harmonizers""|""crying in the club""|""omg""|""i have questions""|""know no better""|""lauren jauregui""|""dinah jane""|""normandi kordei""|""ally brooke""|""lele""|""pons""|""lelepons""|""shawn mendes""|""LeLe Pons""|""LuJuan James""|""influencers""|""instagram influencer""|""lele instagram""|""latina influencer""|""lelepons dance videos""|""lele pons dance battle""|""Camila Cabello feat. Young Thug""|""Havana""|""Pop""|""Syco Music/Epic""",5476737
g5c1bk8weaQ,"liza|""lizza""|""lizzza""|""lizzzavine""|""lizzzak""|""lizzzako""|""koshy""|""lizakoshy""|""wednesdays""|""top picks topics""|""conversations""|""boob talk""|""period talk""|""girl talk""|""talking to you""|""liza q and a""|""liza topics""|""liza koshy""|""liza koshy too""|""liza koshy characters""|""tea with liza""|""boobs""|""boob size""|""breast milk""|""having kids""|""when im having kids""|""liza pregnant""|""liza david pregnant""|""liza david kids""|""naming kids""|""kids names""|""comedy""|""improv""|""sketch""|""series""",3578502
yuBqWcSKrCk,"owen wilson|""owen""|""wilson""|""julia roberts""|""tandem biking""|""wonder""|""wonder the movie""|""Ellen""|""degeneres""|""ellen degeneres""|""the ellen show""|""ellen fans""|""ellen tickets""|""ellentube""|""ellen audience""",304926
x9mh-SwSKas,"jenn im|""jenn im vlog""|""imjennim""|""october vlog""|""monthly vlog""|""ben jolliffe""|""birthday vlog""|""surprise vlog""|""los angeles""",247319
uiA4B5Y63IQ,"Michael Shannon|""Richard Jenkins""|""Doug Jones""|""sally hawkins""|""guillermo del toro""|""the shape of water""|""shape of water""|""fox searchlight""|""fox movie""|""fox movies""|""trailer""|""new trailer""|""octavia spencer""|""hidden figures""|""Shape of water""",296434
viyRD5z6ilQ,"Luke|""Bryan""|""Holy""|""Night""|""Capitol""|""Records""|""Nashville""|""Holiday""",125962
QFfEtKvXMAs,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",419341
xg9ebVTL9yE,"Empire|""Of""|""The""|""Sun""|""Way""|""To""|""Go""|""EMI""|""Alternative""|""eots""|""waay""|""too""|""goo""|""emipre of the sun""|""son""|""electronic""|""edm""|""australian""|""adm""|""aussie music. triplej""|""like a version""|""two leaves""|""flume""|""alison wonderland""|""cut copy""|""pnau""|""mgmt""|""hot chip""|""the presets""|""phoenix""|""hermitude""|""Nobumichi Asai""|""Ryo Kitabatake""",138988
fbHbTBP_u7U,"NF|""Let You Down""|""music video""|""official video""|""I'm sorry that I let you down""|""nfrealmusic""|""perception""|""nf official""|""hip-hop""|""rap""|""singer""",1774018
Ja_GMU7-sjs,"Google Pixelbook|""Chromebook""|""Pixel""|""$1000""|""1000 dollar""|""1000""|""expensive chromebook""|""pixelbook review""|""pixelbook pen""|""chromebook pixel""|""chromebook""|""best chromebook""|""MKBHD""",1575525
QOksZ8VogRw,"music|""official""|""music video""|""Bright""|""Bright: The Album""|""Bright The Album""|""Bastille""|""World Gone Mad""|""Atlantic Records""|""will smith""|""orc""",626688
RYs08kX3Ih4,11/8/2017,219030
tOFkFZbPdnQ,"danny sapko|""bass""|""funk bass""|""bass solo""|""free mp3 download""|""best bass""|""davie504""|""bass boosted songs""|""MEME""|""FUNNY VIDEO""|""VIRAL VIDEO""|""COWS""|""FUNK BASS""|""funk bass solo""",493662
dW4wpGg64pE,"anna wintour|""meryl streep""|""meryl streep interview""|""meryl streep harvey weinstein""|""harvey weinstein""|""meryl streep interview vogue""|""meryl streep vogue""|""anna wintour interview""|""anna wintour meryl streep""|""miranda priestly""|""meryl streep miranda priestly""|""anna""|""devil wears prada""|""vogue""|""the post""|""the post meryl streep""|""katharine graham""|""katharine graham meryl streep""|""the devil wears prada""|""vogue.com""",1017803
2VP846QcA_4,"justice league|""dc comics""|""michelle khare""|""buzzfeed michelle""|""michelle""|""khare""|""wonderwoman""|""batman""|""I Trained Like Batman For A Month""|""I Trained Like Batman""|""extreme""|""weightloss""|""marvel""|""release""|""movie""|""trailer""|""filmselect""|""the flash""|""aquaman""|""gal godot""|""ben affleck""|""batman v superman""|""superman""|""superhero""|""mk ultra""|""fitness""|""trending""|""youtube trending""|""trends""|""google trends""|""2017""|""film""|""justice league movie""|""justice league trailer""|""spoiler""|""leaked""|""tay zonday""|""fight""|""worldstar""|""wonder woman""|""stunt""",139955
_dhneCO4YEE,"Full Frontal with Samantha Bee|""Full Frontal""|""Samantha Bee""|""Sam Bee""|""TBS""|""Russia""",362009
EYkEshCOhEU,"nicole guerriero|""arriba liqud lipstick""|""colourpop cosmetics""|""classic glam""|""makeup tutorial""|""holiday glam""|""red lip makeup tutorial""|""how to wear a red lip""|""beauty vlogger""|""beauty guru""|""iluvsarahii""|""long lasting red lip""|""bulletproof makeup""|""long lasting makeup""",294387
Rq9-mW6HgQE,"The Late Show|""Stephen Colbert""|""Colbert""|""Late Show""|""celebrities""|""late night""|""talk show""|""skits""|""bit""|""monologue""|""The Late Late Show""|""Late Late Show""|""letterman""|""david letterman""|""comedian""|""impressions""|""CBS""|""joke""|""jokes""|""funny""|""funny video""|""funny videos""|""humor""|""celebrity""|""celeb""|""hollywood""|""famous""|""James Corden""|""Corden""|""Comedy""",844653
k29YnfttqEU,"jimmy|""jimmy kimmel""|""jimmy kimmel live""|""late night""|""talk show""|""funny""|""comedic""|""comedy""|""clip""|""comedian""|""mean tweets""|""country music""|""cma awards""|""Zac Brown Band""|""Cassadee Pope""|""Blake Shelton""|""Luke Combs""|""Randy Houser""|""Old Dominion""|""Trace Adkins""|""Darius Rucker""|""Dan + Shay""|""Jana Kramer""|""Chris Young""|""Florida Georgia Line""|""Lady Antebellum""|""Chris Stapleton""|""Jake Owen""|""Little Big Town""|""justin moore""|""twitter""",1315873
Eg_kW5fw6qU,"SuperCarlinBrothers|""disney""|""fox""|""disney princess""|""anastasia""|""is anastasia a disney princess""|""is anastasia disney""|""is disney buying fox""|""super carlin brothers""|""ben carlin""|""j carlin""|""jonathan carlin""|""moana""|""frozen""|""snubbed disney princesses""|""anna and elsa""|""could anastasia become a disney princess""|""don bluth""|""disney history""|""netflix""|""hercules""|""disney renaissance""|""meg ryan""|""the little mermaid""|""anastasia december""|""once upon december anastasia""|""once upon a december""|""anastasia music""",188003
J_QGZspO4gg,Sia Snowman Holiday,1624771
PkRBTF6nt4E,"Business Insider|""Tesla""|""Elon Musk""|""Business""|""Sara Silverstein""|""Model 3""|""Battery""|""Gigafactory""",125970
ozkqm2ifMw8,"2CELLOS|""Luka Sulic""|""Stjepan Hauser""|""cello""|""cellist""|""cellists""|""cover""|""Glee""|""The Piano Guys""|""crossover""|""2 Cellos""|""two cellos""|""Hauser""|""Ennio Morricone""|""Cinema Paradiso""|""movie""|""film""|""soundtrack""|""classical""|""music""|""passion""|""Oliver Dragojevic""|""LSO""|""London Symphony Orchestra""|""new album""|""score""",205869
htvR_dBs3eg,"album|""review""|""music""|""reviews""|""indie""|""underground""|""new""|""latest""|""lyrics""|""full song""|""listen""|""track""|""concert""|""live""|""performance""|""update""|""the needle drop""|""anthony fantano""|""vlog""|""talk""|""discussion""|""music nerd""|""pop""|""soul""|""sam smith""|""the thrill of it all""|""in the lonely hour""|""too good at goodbyes""|""say it first""|""pray""|""london""",98422
qEEtzzi1EII,"cartoon|""simons cat""|""simon's cat""|""simonscat""|""simon tofield""|""simon the cat""|""funny cats""|""cute cats""|""cat fails""|""family friendly""|""animated animals""|""animated cats""|""tofield""|""simon's katze""|""simon""|""cat""|""black and white""|""kitty""|""black and white cat""|""??? ???????""|""cat lovers""|""animal (film character)""|""fail""|""funny cat""|""cats""|""cute""|""kitten""|""kittens""|""pets""|""simons cats""|""Cat""|""Simon""|""Tofield""|""cartoons""|""Toons""|""Animated""|""Animation""|""Kitten""|""Funny""|""Humour""|""videos""|""Guide to Birthdays""|""Birthdays Simon's Cat""|""Cat Birthday""",426078
1Wk8ZRgXQnY,"andy|""grammer""|""the""|""good""|""parts""|""smoke""|""clears""|""new""|""music""|""album""|""singer""|""songwriter""|""pop""|""mu""",33315
8l_e6bx8UG8,"Columbia|""Hip Hop""|""Remy Ma feat. Lil' Kim""|""Wake Me Up""",1231518
lsfzA7sWlOM,"nintendo|""play""|""play nintendo""|""game""|""gameplay""|""fun""|""video game""|""kids""|""action""|""adventure""|""rpg""|""nintendo switch""|""pro controller""|""l.a. noire""|""la noire""|""noire""|""detective""|""crime""|""cole phelps""|""lapd""|""clues""|""detective game""|""hollywood""|""interrogate""|""thriller""|""l.a. noire for nintendo switch""|""real crimes""|""los angeles""|""abilities""|""skills""|""unlockables""|""Rockstar Games""",154872
RQDphL2MVlM,"Dina|""Tokio""|""Dinatokio""|""Torkia""|""Hijab""|""Hijabi""|""Fashion""|""outfit diary""|""diary""|""outfits i wore this week""|""lookbook""|""modest""|""dressing""|""muslim""|""islam""|""cute""|""outfits""|""fashion""|""fashionista""|""blogging""|""blogger""|""instagram""|""logan paul""|""zoella""|""jake paul""|""2017""|""creative""|""looks""|""ideas""|""winter""|""autumn""|""spring""|""summer""|""fashion week""|""buzzfeed""|""buzzfeed boldly""|""what to wear""|""outfits of the week""|""outfit""|""outfit of the day""|""how to style""|""ootd""|""clothing""|""vlog""|""haul""|""outfit ideas""|""how to""|""makeup""|""style""|""fall looks""|""how to wear""|""ootw""",72626
X7flefV8tec,[none],366180
cYw-oyJ7AEY,"Jungle|""Mr.305/Polo Grounds Music/RCA Records""|""Pitbull & Stereotypes feat. E-40 & Abraham Mateo""|""Pop""",264511
6nJw-jPQYVI,"cbs|""late show""|""david letterman""|""dave letterman""|""letterman clips""|""celebrity guests""|""celebrity interviews""|""celebrities""|""late night""|""late night talk show""|""talk show""|""paul shaffer""|""Biff""|""the""|""late""|""show""|""david""|""letterman""|""comedy""|""?top 10?""|""top ten""|""list""|""celebrity""|""paul""|""shaffer""|""stupid""|""tricks""",192609
5x1FAiIq_pQ,[none],95944
LMCuKltaY3M,"Elbow|""Golden""|""Slumbers""|""Polydor""|""Alternative""",154494
6Detw08jRhs,"madonna|""skincare""|""beauty""|""face masks""|""masks""|""chrome clay mask""|""clay masks""|""clay mask""|""eye mask""|""face wash""|""routine""|""how to""|""express yourself""|""serum""|""haul""|""tutorial""|""commercial""",53321
vd4zwINEcLY,"cash|""Wayne's""|""World""|""wayne""|""waynes""|""fender""|""strat""|""stratocaster""|""cassandra""",95085
7fm7mll2qvg,"Sigrid|""Strangers""|""Island""|""Records""|""Pop""",91776
5gFpcEKayz4,"Chess Club/RCA Victor|""M?""|""Pop""|""When I Was Young""",764716
eHIY3HNNqzM,"the script|""the script new single""|""the script arms open""|""the script arms open acoustic""|""the script arms open acoustic version""|""rain""|""hall of fame""|""breakeven""|""superheroes""|""rain lyrics""|""for the first time""|""the man who can't be moved""|""if you could see me now""|""Arms Open (Acoustic)""|""Columbia""|""Pop""|""The Script""",135337
q-WipZ9p0wk,"brothers green eats|""budget cooking""|""cooking for the price of coffee""|""banana pancakes""|""falafel""|""cabbage rolls""|""steamed cabbage rolls""|""homemade almond milk""|""oat flour""|""homemade""|""recipe""|""cooking""|""simple cooking""|""simple recipes""|""budget cooking recipes""|""budget recipes""|""apple compote""|""apple jam""|""pear compote""",77630
zy0b9e40tK8,"Netflix|""Baran Bo Odar""|""Jantje Friese""|""DARK""|""darkmain""|""Netflix Original Series""|""Netflix Series""|""television""|""movies streaming""|""movies online""|""television online""|""documentary""|""comedy""|""drama""|""08282016NtflxUKIE""|""watch movies""|""featured""|""Dark""|""Louis Hofmann""|""Oliver Masucci""|""Netflix Dark""|""Netflix Drama""|""Crime Series""|""PLvahqwMqN4M35d1XdbUEWZT_r36Z6tIz3""|""PLvahqwMqN4M2N01FfQy2wXkyVyucAL86b""|""PLvahqwMqN4M0MGkARAHH7sCVVEepIBVYe""",378750
rL4WkebTT_U,"tokyo|""japan""|""skytree""|""metropolitan""|""tower""|""japanese""|""observation""|""odaiba""",151709
Y6eKxjMA9ek,"paramotor|""tucker""|""gott""|""tucker gott""|""paramotor crash""|""paramotor accident""|""paramotor training""|""paravlog""|""vlog""|""vlogging""|""motovlog""|""adventure""|""gopro""|""hero""|""flying""|""airplane""|""paragliding""|""people are awesome""|""adrenaline""|""flight""|""fly""|""extreme""|""pilot""|""av geek""|""aviation""|""extreme sports""|""action sports""|""flying car""|""take off""|""landing""|""fail""|""aviator ppg""|""team fly halo""|""scout""|""flying to mcdonalds""|""15000""",175852
Q6Usd3_fbq8,"improvise classical music|""improvisation""|""classical music improv""|""debussy improv""|""whole tone scale""|""bach improv""|""chopin""|""chopin improv""|""classical music""|""piano improv""|""nahre sol""|""nahre sol music""|""classical composers imitation""|""classical music funny""|""music funny""|""music satire""|""music imitation""|""piano improviser""",5149
44NYFvhXmW8,"Thirty|""Seconds""|""To""|""Mars""|""Walk""|""On""|""Water""|""to""|""Mars/Interscope""|""Records""|""Alternative""|""Thirty Seconds To Mars""|""Thirty Seconds to Mars Ellen""|""30 seconds to mars ellen""|""mars ellen""|""ellen""|""Walk On Water""|""Thirty Seconds to Mars""|""30 seconds to mars walk on water""|""thirty seconds to mars walk on water""|""mars""|""mars walk on water""|""walk on water vid""|""30 sec to mars""|""30 secs to mars walk on water""|""walk on water video""|""official video""|""vid""",1905487
